,patentCaseMetadata.applicationNumberText.value,patentCaseMetadata.applicationStatusCategory,patentCaseMetadata.applicationTypeCategory,patentCaseMetadata.businessEntityStatusCategory,patentCaseMetadata.firstInventorToFileIndicator,patentCaseMetadata.filingDate,patentCaseMetadata.applicationStatusDate,patentCaseMetadata.groupArtUnitNumber.value,patentCaseMetadata.inventionTitle.content
300,17631069,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-04,,['USE OF CANNABIDIOL IN THE TREATMENT OF DRAVET SYNDROME']
301,35513582,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-01-19,2022-02-15,2913,['Head lamp for vehicles']
302,17631167,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-28,2022-04-01,OPAP,['METHODS AND COMPOSITIONS RELATED TO TARGET ANALYSIS']
303,17631177,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-30,OPAP,['Tight-Contact Jig for Secondary Battery Tab Laser Welding and Welding Method']
304,17631128,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-23,,['PROCESS OF PREPARATION OF AN AQUEOUS GEL INK WITH VARIABLE COLOR COMPRISING SILVER NANOPARTICLES']
305,35513609,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-01-19,2022-03-04,2913,['Trunk lid panel for vehicles']
306,35513615,Docketed New Case - Ready for Examination,Design,UNDISCOUNTED,true,2022-01-19,2022-03-30,2900,['Rear door panel for vehicles']
307,17631181,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-28,OPAP,['METHODS FOR REDUCING FOULING IN UPGRADING REACTORS']
308,17631179,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-30,OPAP,['METHODS AND SYSTEMS FOR SCHEDULING RANGING AND DATA SESSIONS IN A SHORT-RANGE COMMUNICATION SYSTEM']
309,17631185,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-28,2022-04-01,OPAP,['STAPLE REMOVAL DEVICE']
310,17631186,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-28,2022-04-01,OPAP,['ENERGY FILTER FOR USE IN THE IMPLANTATION OF IONS INTO A SUBSTRATE']
311,17631299,Application Undergoing Preexam Processing,Utility,SMALL,Other,2022-01-28,2022-01-28,,['COMPOSITIONS AND METHODS FOR TREATING CANCER WITH NUCLEOSIDE-METABOLISM MODULATORS']
312,35513629,Docketed New Case - Ready for Examination,Design,SMALL,true,2022-01-28,2022-03-30,2900,['Packaging bag']
313,35513719,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-01-28,2022-03-21,2913,['Handlebar for scooter']
314,17587880,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-01-28,2022-02-01,3993,['ICE MAKER']
315,17631192,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-03,,['DRIVING DEVICE']
316,17588068,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-01-28,2022-01-28,2654,"['SIGNAL PROCESSING APPARATUS AND SIGNAL PROCESSING METHOD, ENCODER AND ENCODING METHOD, DECODER AND DECODING METHOD, AND PROGRAM']"
317,17631223,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-28,2022-04-01,OPAP,['METHOD AND COMPUTER PROGRAM PRODUCT FOR PRODUCING 3 DIMENSIONAL MODEL DATA OF A GARMENT']
318,17298746,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-19,2022-02-14,OPAP,['RESPIRATORY INHALER CARTRIDGE PLACEMENT TRAINING DEVICE']
319,17415994,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-19,2022-03-15,OPAP,['PLANETARY GEAR SYSTEM']
320,35513620,Docketed New Case - Ready for Examination,Design,MICRO,true,2022-01-30,2022-02-28,2900,['Firearm']
321,17631198,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-03,,['COMMUNICATION APPARATUS AND COMMUNICATION METHOD']
322,17419250,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-30,2022-03-09,OPAP,['ULTRALIMIT ALLOY AND PREPARATION METHOD THEREFOR']
323,17280767,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-31,2022-03-04,OPAP,['SAFETY PROTECTION SYSTEM FOR PASSENGERS AND DRIVERS OF ONLINE RIDE-HAILING AND TAXI SERVICES']
324,17588656,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-01-31,2022-02-07,3992,['Standard Exact Clause Detection']
325,35513542,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-01-19,2022-02-28,2913,['Rear combination lamp for vehicles']
326,17589228,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-01-31,2022-02-04,3992,['ALIAS CANCELLING DURING AUDIO CODING MODE TRANSITIONS']
327,17597973,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-31,2022-03-17,OPAP,['TERMINAL AND RADIO COMMUNICATION METHOD']
328,17597965,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-31,2022-03-21,OPAP,['FLOW PATH SWITCHING VALVE']
329,17419819,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-31,2022-03-08,OPAP,['CHIP AND MULTI-CHIP SYSTEM AS WELL AS ELECTRONIC DEVICE AND DATA TRANSMISSION METHOD']
330,17631801,,Utility,UNDISCOUNTED,Other,2022-01-31,,,['METHOD AND SYSTEM FOR AUTONOMOUSLY TRACKING DISTRESS EVENTS ON AN AIRCRAFT IN REAL-TIME WHILE IN FLIGHT']
331,17631626,Sent to Classification contractor,Utility,SMALL,true,2022-01-31,2022-03-17,,['A MULTI-POSITION CLAMP FOR FRICTION WELDING OPERATIONS']
332,17609872,,Utility,UNDISCOUNTED,Other,2022-01-31,,,"['ACTUATOR DEVICE FOR ACTIVELY REDUCING, DAMPING AND/OR ABSORBING VIBRATIONS']"
333,17597969,Application Undergoing Preexam Processing,Utility,SMALL,Other,2022-01-31,2022-01-31,1653,['RADIOMIC SIGNATURE FOR PREDICTING LUNG CANCER IMMUNOTHERAPY RESPONSE']
334,17416942,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-31,2022-02-24,OPAP,['ASSAULT RIFLE CONVERSION KIT - FOLDING GUN STOCK ASSEMBLY']
335,90014951,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-01-28,2022-03-02,3992,['MULTIPLE DISPLAYS OF LARGE DYNAMIC ALARM WINDOWS']
336,35513605,Docketed New Case - Ready for Examination,Design,SMALL,true,2022-01-28,2022-03-15,2900,['Packaging bag']
337,35513872,Application Undergoing Preexam Processing,Design,SMALL,Other,2022-01-29,2022-03-31,,['Washing machine']
338,17630992,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-07,,"['MERCHANDISE DISPLAY FOR DISPLAYING, REFRIGERATING, AND DISPENSING CONTAINERS OF A FROZEN PRODUCT']"
339,16613406,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-02-01,2019-11-13,,['ORGANIC ELECTROLUMINESCENT DEVICE']
340,17631188,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-03,,['FILM FORMING APPARATUS AND FILM FORMING METHOD']
341,17631183,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-04,,['ONE PACK AMBIENT CURE CROSSLINKABLE COPOLYMERS OF VINYL BRANCHED ESTER AND VINYL SILANE COMPOSITIONS AND USE THEREOF']
342,17590877,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-02,2022-02-03,3993,['RESPONSE TIME BALANCER']
343,17590752,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-01,2022-02-10,3992,['Linear LED Illumination Device with Improved Color Mixing']
344,16606900,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-01,2022-03-09,,"['GAME DEVICE, GAME CONTROL METHOD, AND RECORDING MEDIUM']"
345,17417374,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-01,2022-03-11,OPAP,['DETERIORATION PREDICTION METHOD']
346,17591267,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-02,2022-02-04,3991,['ELECTRO-OPTICAL DEVICE AND ELECTRONIC APPARATUS']
347,17591158,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-02,2022-02-08,3991,['N-(PYRIDIN-2-YL)-4-(THIAZOL-5-YL)PYRIMIDIN-2-AMINE DERIVATIVES AS THERAPEUTIC COMPOUNDS']
348,17591415,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-02,2022-02-04,3991,['Washer']
349,35513677,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-02,2022-03-15,2913,['Sole for footwear']
350,17429433,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-02,2022-03-16,OPAP,"['ATTACHING DEVICE AND INTERMEDIATE MECHANISM THEREOF, AND ATTACHING METHOD']"
351,17430000,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-01,2022-03-08,OPAP,"['DEVICE, SENSOR NODE, ACCESS CONTROLLER, DATA TRANSFER METHOD, AND PROCESSING METHOD IN MICROCONTROLLER']"
352,17631111,Sent to Classification contractor,Utility,SMALL,true,2022-01-28,2022-03-31,,"['METHOD, APPARATUS AND DEVICE FOR LOCATING REGION OF INTEREST OF TISSUE, AND STORAGE MEDIUM']"
353,17631109,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-01-28,2022-01-28,,['SCREEN APPARATUS AND METHOD']
354,17631108,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-30,,['PADDY DISCRIMINATOR']
355,17632387,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-02,2022-03-11,,['DEVICE AND APPARATUS']
356,90019056,Reexam -- Request Ready for Ex Parte Action,Re-Examination,UNDISCOUNTED,false,2022-01-31,2022-03-02,3992,"['SYSTEMS, METHODS, AND DEVICES FOR SCANNING BROADCASTS']"
357,17630937,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-22,,['IN-VEHICLE POWER SUPPLY SYSTEM']
358,17597885,Docketed New Case - Ready for Examination,Utility,MICRO,true,2022-01-28,2022-03-21,OPAP,['MULTI-ELEVATOR VERTICALLY-LIFTING THREE-DIMENSIONAL PARKING GARAGE']
359,17288507,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-03,2022-03-21,OPAP,['Panel Attachment Fixture and Ship Operation Panel Structure']
360,90019055,Reexam -- Request Ready for Ex Parte Action,Re-Examination,UNDISCOUNTED,false,2022-01-31,2022-03-11,3992,"['SYSTEMS, METHODS, AND DEVICES FOR SCANNING BROADCASTS']"
361,17597890,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-28,2022-03-16,OPAP,['DISTRIBUTED CONTAINER IMAGE CONSTRUCTION SCHEDULING SYSTEM AND METHOD']
362,17431972,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-22,,['VEHICULAR SENSING SYSTEM AND VEHICLE']
363,17597887,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-01-28,2022-03-16,OPAP,['Process and System to Make Olefin Epoxides']
364,17415992,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-28,2022-03-15,OPAP,['INJECTION-MOLDING DEVICE AND METHOD FOR MANUFACTURING PARTS MADE OF METALLIC GLASS']
365,17587085,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-01-28,2022-02-02,3992,['METHOD FOR MANAGING AND CONTROLLING EXTERNAL IOT DEVICE AND ELECTRONIC DEVICE SUPPORTING THE SAME']
366,17587742,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-01-28,2022-02-01,3993,['RECYCLE LOOP FOR A GAS LIFT PLUNGER']
367,17281211,Sent to Classification contractor,Utility,SMALL,true,2022-01-28,2022-03-09,,['PROTECTION APPARATUS AND TRAVEL ADAPTER']
368,17420477,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-03,2022-03-31,OPAP,"['NOVEL GLIA-LIKE CELLS DIFFERENATIATED FROM SOMATIC CELLS, PREPARATION METHOD THEREFOR, COCKTAIL COMPOSITION FOR PREPARING SAME, CELL THERAPEUTIC AGENT FOR PREVENTING OR TREATING NEUROLOGICAL DISORDERS, COMPRISING SAME, AND METHOD FOR PREVENTING AND TREATING NEUROLOGICAL DISORDERS BY ADMINISTERING SAME']"
369,17272850,Sent to Classification contractor,Utility,SMALL,true,2022-01-28,2022-03-25,,"['Flow Path Member for Generating Nano-Bubbles, and Integrated Flow Path Unit and Nano-Bubble Generator Using Same']"
370,17632722,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-03,2022-03-31,OPAP,['BEVERAGE CAN OR EQUIVALENT OPENABLE BEVERAGE CONTAINER']
371,17632890,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-04,2022-03-28,,['SELF-CLEANING GRAVIMETRIC AND VOLUMETRIC DOSING APPARATUSES']
372,17586527,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-01-27,2022-02-18,3992,['HIGH LEVEL SYNTAX FOR HEVC EXTENSIONS']
373,17438125,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-04,2022-03-17,OPAP,['METHOD FOR PRODUCING A LABEL COMPRISING A HIDDEN SECURITY CODE AND METHOD FOR IMPLEMENTING SAID LABEL']
374,17437146,Sent to Classification contractor,Utility,SMALL,true,2022-02-03,2022-03-22,,['Diving Flipper']
375,17428232,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-04,2022-03-16,OPAP,['Method for Storing Transaction that Represents Asset Transfer to Distributed Network and Program for Same']
376,35513688,Docketed New Case - Ready for Examination,Design,SMALL,true,2022-01-27,2022-03-30,2900,['Cap for bottles']
377,17597883,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-27,2022-03-14,OPAP,['Devices And Methods For Guide Wire Placement']
378,17665081,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-04,2022-02-04,2642,['ENHANCEMENTS TO SERVING A USER EQUIPMENT IN A VISITED COUNTRY IN A MOBILE COMMUNICATION SYSTEM']
379,35513675,Docketed New Case - Ready for Examination,Design,SMALL,true,2022-02-04,2022-03-31,2900,['Fog machine']
380,29825761,"Application Dispatched from Preexam, Not Yet Docketed",Re-Issue,UNDISCOUNTED,true,2022-02-04,2022-02-18,2913,['OVEN']
381,17665297,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-04,2022-02-10,3992,['DISTRIBUTED DIGITAL LOW-DROPOUT VOLTAGE MICRO REGULATOR']
382,35513681,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-04,2022-03-15,2913,['Machine for the chemical treatment of plants']
383,17665205,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-04,2022-02-22,3992,"['ACCESS POINT HAVING MULTICHANNEL AND MULTI TRANSMISSION POWER, CELL FORMATION METHOD']"
384,17665011,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-04,2022-02-09,3991,['ELECTRICAL DEVICE WITH DETACHABLE COMPONENTS']
385,90019057,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,false,2022-02-04,2022-03-08,3992,['METHOD AND APPARATUS FOR DETECTING RF FIELD STRENGTH']
386,17665035,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-04,2022-02-07,3991,['ELECTRICAL DEVICE WITH DETACHABLE COMPONENTS']
387,17425321,Docketed New Case - Ready for Examination,Utility,MICRO,true,2022-02-07,2022-03-28,OPAP,['MASSAGE MACHINE WITH LIMB MASSAGE MECHANISM AND WORKING METHOD OF LIMB MASSAGE MECHANISM']
388,17427754,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-07,2022-03-21,,['LIQUID FEED PUMP AND LIQUID CHROMATOGRAPHY DEVICE']
389,17418138,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-07,2022-03-22,OPAP,"['INTERCHANGEABLE LENS, FOCUS DETECTING DEVICE, AND CAMERA BODY']"
390,35513632,Docketed New Case - Ready for Examination,Design,SMALL,true,2022-01-27,2022-03-07,2900,['Pen grip']
391,17585800,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-01-27,2022-02-03,3992,['3D FLASH MEMORY DEVICE HAVING DIFFERENT DUMMY WORD LINES AND DATA STORAGE DEVICES INCLUDING SAME']
392,17585357,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-01-26,2022-02-11,3992,['Display Method And Apparatus']
393,17633311,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-07,2022-03-11,,['SYSTEM AND METHOD']
394,35513849,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-07,2022-04-01,2913,['Pliers tool']
395,17633255,Sent to Classification contractor,Utility,SMALL,true,2022-02-07,2022-03-17,,['METHOD OF TREATING KELOIDS']
396,17633239,Sent to Classification contractor,Utility,SMALL,true,2022-02-07,2022-03-14,,['NOVEL COMPOUND FOR INHIBITING HISTONE ACETYLTRANSFERASE P300 AND ANTIFIBROTIC COMPOSITION COMPRISING SAME']
397,17666032,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-07,2022-02-10,3992,['Deactivation Timer Management in a Wireless Device and Wireless Network']
398,17665400,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-04,2022-02-09,3993,['PHYSIOLOGICAL TREND MONITOR']
399,17278472,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-01-26,2022-02-25,OPAP,['COMPOSITION FOR DISCRIMINATING LACTOBACILLUS ACIDOPHILUS STRAINS AND DISCRIMINATION METHOD USING SAME']
400,35513783,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-01-26,2022-03-25,2913,['Control unit for compressional wave massage apparatus for wellness']
401,35513715,Docketed New Case - Ready for Examination,Design,UNDISCOUNTED,true,2022-02-08,2022-03-21,2900,['Nasal spray device']
402,17309967,Application Undergoing Preexam Processing,Utility,SMALL,Other,2022-01-26,2021-07-06,3626,['Method for Providing Data for an Interface']
403,17434072,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-08,2022-03-16,OPAP,['CONSUMABLES ORDERING SYSTEM']
404,17439350,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-08,2022-03-17,,['MOBILE PEER-TO-PEER NETWORKS AND RELATED APPLICATIONS']
405,17602725,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-08,2022-03-04,OPAP,['SCALABLE SIMULATION AND AUTOMATED TESTING OF MOBILE VIDEOGAMES']
406,35513766,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-09,2022-03-23,2913,['Portable lamp']
407,17433550,,Utility,UNDISCOUNTED,Other,2022-02-08,,3661,['Method for Operating a Driver Information System in an Ego-Vehicle and Driver Information System']
408,17650208,Docketed New Case - Ready for Examination,Re-Issue,MICRO,true,2022-02-07,2022-02-10,3992,['SYSTEM AND METHOD FOR ORDERING AND DELIVERING FOOD/DRINKS']
409,17666352,Docketed New Case - Ready for Examination,Re-Issue,SMALL,false,2022-02-07,2022-02-23,3991,"['CRYSTALLINE POLYMORPHS OF BENFOTIAMINE, PROCESS FOR PREPARATION AND ITS USE THEREOF']"
410,90014952,Determination - Reexamination Ordered,Re-Examination,UNDISCOUNTED,true,2022-02-07,2022-04-01,3992,['TOY']
411,17666283,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-07,2022-02-15,3992,['MEMORY DEVICE AND A STORAGE SYSTEM USING THE SAME']
412,17417678,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-09,2022-03-18,OPAP,['RESIN-INTEGRATED FIBER REINFORCED SHEET AND PRODUCTION METHOD THEREFOR']
413,17431862,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-08,2022-03-30,OPAP,['POLYIMIDE FIBER PAPER USING NON-THERMOPLASTIC POLYMER']
414,17420413,Sent to Classification contractor,Utility,SMALL,true,2022-02-10,2022-03-17,,['Biomechanical training device for the temporomandibular joint']
415,17668441,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-10,2022-02-14,3991,['INTEGRATED CIRCUIT DEVICE INCLUDING VERTICAL MEMORY DEVICE AND METHOD OF MANUFACTURING THE SAME']
416,17668996,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-10,2022-02-28,3993,['SPRING FASTENER']
417,35513717,Docketed New Case - Ready for Examination,Design,UNDISCOUNTED,true,2022-02-10,2022-03-30,2900,['Handlebar for cycles or motorcycles']
418,35513784,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-10,2022-03-25,2913,['Shoe sole']
419,35513789,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-10,2022-03-25,2913,['Shoe sole']
420,17668521,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-10,2022-02-14,3993,['METHOD AND APPARATUS FOR CLEANING A JET ENGINE']
421,35513810,"Application Dispatched from Preexam, Not Yet Docketed",Design,UNDISCOUNTED,true,2022-02-10,2022-03-28,2913,['Shoe sole']
422,17440813,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-09,2022-03-28,OPAP,['BUS ARRANGEMENT AND METHOD FOR OPERATING A BUS ARRANGEMENT']
423,17601275,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-02-10,2021-10-04,2117,['BUILD UNIT']
424,17299639,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-10,2022-03-14,OPAP,"['SYNTHESIS GAS PRODUCTION CATALYST STRUCTURE AND PRECURSOR THEREOF, SYNTHESIS GAS PRODUCTION APPARATUS, AND METHOD OF PRODUCING SYNTHESIS GAS PRODUCTION CATALYST STRUCTURE']"
425,17433875,Sent to Classification contractor,Utility,UNDISCOUNTED,true,2022-02-07,2022-03-09,,['HIGH STRENGTH STEEL SHEET AND METHOD FOR MANUFACTURING THE SAME']
426,17417381,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-07,2022-03-11,OPAP,['METHOD FOR ELIMINATING PRESSURE DIFFERENCE IN DISTILLATION COLUMN']
427,17419029,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-07,2022-03-21,OPAP,['POLISHING RECIPE DETERMINATION DEVICE']
428,17420827,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-11,2022-03-21,OPAP,['COOKING APPLIANCE']
429,17425316,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-07,2022-03-25,OPAP,['Use of chlorogenic acid in preparation of drug for preventing and treating ocular inflammation']
430,17593958,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-02-07,2021-09-29,,"['SPHERICAL MAGNESIUM OXIDE, MANUFACTURING METHOD THEREOF, THERMAL CONDUCTIVE FILLER AND RESIN COMPOSITION']"
431,17275117,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-02-10,2021-03-10,,['COMPOSITIONS AND METHODS FOR IMMUNOTHERAPY PROFILING']
432,17665111,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-04,2022-02-18,3991,['COMPOSITIONS AND METHODS FOR MODULATING NEURONAL EXCITABILITY AND MOTOR BEHAVIOR']
433,17665140,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,false,2022-02-04,2022-03-21,3993,['VERTICAL MOTION ADJUSTER FOR THERMOTHERAPY DEVICE']
434,17612683,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-11,2022-03-18,OPAP,['METHOD FOR PRODUCING A COMPONENT']
435,35513724,Docketed New Case - Ready for Examination,Design,UNDISCOUNTED,true,2022-02-04,2022-03-31,2900,['Packaging machine']
436,16649489,Non Final Action Mailed,Utility,UNDISCOUNTED,true,2022-02-11,2022-03-11,1738,['SINTERED MOLYBDENUM PART']
437,17271045,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-11,2022-03-30,OPAP,['METHODS FOR REDUCING THE RISK OF DIABETES IN PATIENTS BEING TREATED FOR HIGH CHOLESTEROL-RELATED ILLNESSES']
438,17665131,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-04,2022-02-16,3991,['COMPOSITIONS AND METHODS FOR MODULATING NEURONAL EXCITABILITY AND MOTOR BEHAVIOR']
439,17670033,Application Undergoing Preexam Processing,Re-Issue,UNDISCOUNTED,Other,2022-02-11,2022-02-11,3763,['BLOWER AND OUTDOOR UNIT OF AIR CONDITIONER COMPRISING SAME']
440,17592857,Docketed New Case - Ready for Examination,Re-Issue,SMALL,true,2022-02-04,2022-02-09,3992,['METHOD FOR TRANSMITTING AND RECEIVING FRAME IN WIRELESS LOCAL AREA NETWORK SYSTEM AND APPARATUS FOR THE SAME']
441,17606279,Docketed New Case - Ready for Examination,Utility,SMALL,true,2022-02-11,2022-03-16,OPAP,['PROBE SYSTEM FOR LOW-TEMPERATURE HIGH-PRECISION HEAT TRANSPORT MEASUREMENT AND MEASUREMENT DEVICE INCLUDING SAME']
442,17592108,Docketed New Case - Ready for Examination,Re-Issue,UNDISCOUNTED,true,2022-02-03,2022-02-15,3991,['ARYL ETHERS AND USES THEREOF']
443,17599489,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-11,2022-03-16,OPAP,['LIQUID CRYSTAL DISPLAY APPARATUS']
444,17442009,Docketed New Case - Ready for Examination,Utility,UNDISCOUNTED,true,2022-02-03,2022-03-25,OPAP,"['RESIDUAL SIGNAL ENCODING/DECODING METHOD AND APPARATUS EMPLOYING INTRA SUB-PARTITIONS (ISP), AND METHOD FOR TRANSMITTING BITSTREAM']"
445,35513716,"Application Dispatched from Preexam, Not Yet Docketed",Design,SMALL,true,2022-02-03,2022-03-07,2913,['Fabric']
446,17635219,,Utility,SMALL,Other,2022-02-14,,,['PROBE-CAPTURE METHOD FOR TCR ALPHA AND BETA CHAIN VDJ-RECOVERY FROM OLIGO-DT REVERSE TRANSCRIBED RNA']
447,35513757,Docketed New Case - Ready for Examination,Design,UNDISCOUNTED,true,2022-02-14,2022-03-30,2900,['Bottle cap']
448,17415118,Application Undergoing Preexam Processing,Utility,UNDISCOUNTED,Other,2022-02-14,2021-06-17,2857,['Estimating the SOH and Estimating the SOC of an Electrochemical Element']
449,90014955,Determination - Reexamination Ordered,Re-Examination,SMALL,true,2022-02-11,2022-03-11,3991,['MESH MATERIAL FOR FLEXIBLE STRUCTRUES AND METHODS OF FABRICATING SAME']
450,17419028,Sent to Classification contractor,Utility,SMALL,true,2022-02-03,2022-03-04,,['FIDELITY RETAINING TYPE CORING DEVICE FOR ROCK SAMPLE']
